row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,2017Nghìn VND,2016Nghìn VND,2017Nghìn VND,2016Nghìn VND,,,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,292.122.452,100.564.754,11.265,82.292.545,292122452.0,100564754.0,11265.0,82292545.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,58.424.490,20.112.951,2.253,16.458.509,58424490.0,20112951.0,2253.0,16458509.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,9.351.549,6.123.679,-,588,9351549.0,6123679.0,,588.0
U'u đãi thuế,U'u đãi thuế,U'u đãi thuế,(48.822.813),(18.800.157),-,-,-48822813.0,-18800157.0,,
Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,(33.625.258),(6.776.723),-,-,-33625258.0,-6776723.0,,
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(9.151.359),(26.788.428),(2.253),(16.459.097),-9151359.0,-26788428.0,-2253.0,-16459097.0
Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,37.589,54.755,-,-,37589.0,54755.0,,
Biến động chênh lệch tạm thời,Biến động chênh lệch tạm thời,Biến động chênh lệch tạm thời,14.782.490,11.292.803,-,-,14782490.0,11292803.0,,
,,,(9.003.312),(14.781.120),-,-,-9003312.0,-14781120.0,,
