row_label_raw,row_label_full,col_0,1/1/2017 > Giá trị ghi sốNghìn VND,1/1/2017 > Số có khả năng trả nợNghìn VND,1/1/2017 > TăngNghìn VND,Biến động trong nămLãi chênh lệchtỷ giá chưa thực hiệnNghìn VND > Thanh toánNghìn VND,Biến động trong nămLãi chênh lệchtỷ giá chưa thực hiệnNghìn VND > Phân loại lại từvay dài hạnNghìn VND,Biến động trong nămLãi chênh lệchtỷ giá chưa thực hiệnNghìn VND > Giá trị ghi sốNghìn VND,31/12/2017 > Số có khả năng trả nợNghìn VND,31/12/2017,31/12/2017_1,numeric__1/1/2017 > Giá trị ghi sốNghìn VND,numeric__1/1/2017 > Số có khả năng trả nợNghìn VND,numeric__1/1/2017 > TăngNghìn VND,numeric__Biến động trong nămLãi chênh lệchtỷ giá chưa thực hiệnNghìn VND > Thanh toánNghìn VND,numeric__Biến động trong nămLãi chênh lệchtỷ giá chưa thực hiệnNghìn VND > Phân loại lại từvay dài hạnNghìn VND,numeric__Biến động trong nămLãi chênh lệchtỷ giá chưa thực hiệnNghìn VND > Giá trị ghi sốNghìn VND,numeric__31/12/2017 > Số có khả năng trả nợNghìn VND,numeric__31/12/2017,numeric__31/12/2017_1
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.207.792.371,2.207.792.371,2.672.361.808,(2.464.859.317),(18.163.536),-,2.397.131.326,2.397.131.326,,2207792371.0,2207792371.0,2672361808.0,-2464859317.0,-18163536.0,,2397131326.0,2397131326.0,
Vay đài hạn đến hạn trả(Thuyết minh (b)),Vay đài hạn đến hạn trả(Thuyết minh (b)),Vay đài hạn đến hạn trả(Thuyết minh (b)),19.210.361,19.210.361,-,(16.271.187),-,1.004.723.516,1.007.662.690,1.007.662.690,,19210361.0,19210361.0,,-16271187.0,,1004723516.0,1007662690.0,1007662690.0,
,,,2.227.002.732,2.227.002.732,2.672.361.808,(2.481.130.504),(18.163.536),1.004.723.516,3.404.794.016,3.404.794.016,,2227002732.0,2227002732.0,2672361808.0,-2481130504.0,-18163536.0,1004723516.0,3404794016.0,3404794016.0,
