row_label_raw,row_label_full,Các giao dịch,triệu VND,numeric__triệu VND
Thu cổ tức từ công ty liên quan,Thu cổ tức từ công ty liên quan,Thu cổ tức từ công ty liên quan,1.157,1157.0
Thu lãi ủy thác đầu tư,Thu lãi ủy thác đầu tư,Thu lãi ủy thác đầu tư,4.395,4395.0
"Thu nhập của các thành viên Hội đồng Quản trị, Ban Kiểm soát","Thu nhập của các thành viên Hội đồng Quản trị, Ban Kiểm soát","Thu nhập của các thành viên Hội đồng Quản trị, Ban Kiểm soát",14.486,14486.0
