row_label_raw,row_label_full,col_0,Thực tế phát sinh năm 2017,Thực tế phát sinh năm 2016,numeric__Thực tế phát sinh năm 2017,numeric__Thực tế phát sinh năm 2016
"I. Tổng số cán bộ, công nhân viên bình quân (người)","I. Tổng số cán bộ, công nhân viên bình quân (người)","I. Tổng số cán bộ, công nhân viên bình quân (người)",6.402,6.351,6402.0,6351.0
"II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)",1.356.709,1.246.423,1356709.0,1246423.0
III. Thu nhập bình quân/tháng (triệu VND/người/tháng),III. Thu nhập bình quân/tháng (triệu VND/người/tháng),III. Thu nhập bình quân/tháng (triệu VND/người/tháng),"17,66","16,35",17.66,16.35
