row_label_raw,row_label_full,col_0,Quá hạn,Không bị ảnh hưởng do định lại lãi suất,Thay đổi lãi suất trong khoảng thời gian,Thay đổi lãi suất trong khoảng thời gian_1,Thay đổi lãi suất trong khoảng thời gian_2,Thay đổi lãi suất trong khoảng thời gian_3,Thay đổi lãi suất trong khoảng thời gian_4,Thay đổi lãi suất trong khoảng thời gian_5,Tổng,numeric__Quá hạn,numeric__Không bị ảnh hưởng do định lại lãi suất,numeric__Thay đổi lãi suất trong khoảng thời gian,numeric__Thay đổi lãi suất trong khoảng thời gian_1,numeric__Thay đổi lãi suất trong khoảng thời gian_2,numeric__Thay đổi lãi suất trong khoảng thời gian_3,numeric__Thay đổi lãi suất trong khoảng thời gian_4,numeric__Thay đổi lãi suất trong khoảng thời gian_5,numeric__Tổng
,,,Quá hạn,Không bị ảnh hưởng do định lại lãi suất,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 - 6 tháng,Từ 6 - 12 tháng,Từ 1 - 5 năm,Trên 5 năm,Tổng,,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",-,1.446.548,-,-,-,-,-,-,1.446.548,,1446548.0,,,,,,,1446548.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,3.742.659,-,-,-,-,-,3.742.659,,,3742659.0,,,,,,3742659.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,24.430.584,5.056.692,3.958.965,67.275,-,-,33.513.516,,,24430584.0,5056692.0,3958965.0,67275.0,,,33513516.0
Chứng khoán kinh doanh,Tài sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,3.889,-,-,-,-,-,-,3.889,,3889.0,,,,,,,3889.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,136.265,-,-,-,-,-,-,136.265,,136265.0,,,,,,,136265.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),7.921.871,-,63.617.993,87.724.107,17.485.187,13.213.372,7.573.437,754.599,198.290.566,7921871.0,,63617993.0,87724107.0,17485187.0,13213372.0,7573437.0,754599.0,198290566.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),150.000,8.152.409,-,357,1.099.861,3.789.029,7.083.406,2.676.148,22.951.210,150000.0,8152409.0,,357.0,1099861.0,3789029.0,7083406.0,2676148.0,22951210.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,227.250,-,-,-,-,-,-,227.250,,227250.0,,,,,,,227250.0
