row_label_raw,row_label_full,col_0,Số dư đầu năm,Phát sinh trong năm > Phát sinh tăng,Phát sinh trong năm > Phát sinh giảm,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Phát sinh tăng,numeric__Phát sinh trong năm > Phát sinh giảm,numeric__Số dư cuối năm
Thuế GTGT đầu ra phải nộp,Thuế GTGT đầu ra phải nộp,Thuế GTGT đầu ra phải nộp,41.801,133.870,(132.620),43.051,41801.0,133870.0,-132620.0,43051.0
Thuế GTGT đầu vào được khấu trừ,Thuế GTGT đầu vào được khấu trừ,Thuế GTGT đầu vào được khấu trừ,29.007,32.116,(58.642),2.481,29007.0,32116.0,-58642.0,2481.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,60.315,386.182,(268.271),178.226,60315.0,386182.0,-268271.0,178226.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,15.126,33.449,(40.339),8.236,15126.0,33449.0,-40339.0,8236.0
,,,146.249,585.617,(499.872),231.994,146249.0,585617.0,-499872.0,231994.0
