row_label_raw,row_label_full,col_0,Giá trị số sách(triệu VND) > 31/12/2017,Giá trị số sách(triệu VND) > 31/12/2016,numeric__Giá trị số sách(triệu VND) > 31/12/2017,numeric__Giá trị số sách(triệu VND) > 31/12/2016
Bất động sản,Bất động sản,Bất động sản,180.743.105,142.242.648,180743105.0,142242648.0
Động sản,Động sản,Động sản,44.428.824,41.864.819,44428824.0,41864819.0
Chứng từ có giá,Chứng từ có giá,Chứng từ có giá,31.913.273,22.282.769,31913273.0,22282769.0
Tài sản khác,Tài sản khác,Tài sản khác,228.243.002,178.136.039,228243002.0,178136039.0
,,,485.328.204,384.526.275,485328204.0,384526275.0
