row_label_raw,row_label_full,col_0,31/12/2017triệu VND,31/12/2016triệu VND,numeric__31/12/2017triệu VND,numeric__31/12/2016triệu VND
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,83.106.717,73.797.009,83106717.0,73797009.0
Nợ trung hạn,Nợ trung hạn,Nợ trung hạn,53.433.957,38.022.985,53433957.0,38022985.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,61.749.892,50.383.563,61749892.0,50383563.0
,,,198.290.566,162.203.557,198290566.0,162203557.0
Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,-,172.628,,172628.0
,,,198.290.566,162.376.185,198290566.0,162376185.0
Lãi suất cho vay trong năm 2017 như sau:,Lãi suất cho vay trong năm 2017 như sau:,Lãi suất cho vay trong năm 2017 như sau:,Lãi suất cho vay trong năm 2017 như sau:,Lãi suất cho vay trong năm 2017 như sau:,,
,,,31/12/2017%/năm,31/12/2016%/năm,,
Tại thị trường Việt Nam,Tại thị trường Việt Nam,Tại thị trường Việt Nam,,,,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"7,50 – 12,00","5,01 – 11,25",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"1,90 – 5,01","1,00 – 5,03",,
Tại thị trường Lào,Tại thị trường Lào,Tại thị trường Lào,,,,
Cho vay bằng LAK,Cho vay bằng LAK,Cho vay bằng LAK,"5,00 – 14,50","8,00 – 14,50",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"6,25 – 9,50","6,25 – 9,50",,
Tại thị trường Campuchia,Tại thị trường Campuchia,Tại thị trường Campuchia,,,,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"2,00 – 10,00","2,00 – 10,00",,
