row_label_raw,row_label_full,col_0,Thuyết minh,2017 triệu VND,2016 triệu VND,numeric__Thuyết minh,numeric__2017 triệu VND,numeric__2016 triệu VND
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,,18.142.807(12.551.520),15.541.712(10.241.882),,,
"Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,1.465.529,361.578,,1465529.0,361578.0
Thu nhập khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập khác,Thu nhập khác,,412.890,100.724,,412890.0,100724.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,155.853,311.318,,155853.0,311318.0
"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,16.912(2.771.257),52.998(2.385.383),,,
Tiền thuế thu nhập thực nộp trong năm,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ > Tiền thuế thu nhập thực nộp trong năm",Tiền thuế thu nhập thực nộp trong năm,24.1,(268.304),(246.439),241.0,-268304.0,-246439.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động",Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,4.602.910,3.494.626,,4602910.0,3494626.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,2.155.857(3.009.463),(5.491.877)(2.259.425),,,
