row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết tín dụng,CCTCphái sinh,Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết tín dụng,numeric__CCTCphái sinh,numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,224.200.529,265.557.695,37.986.227,134.895,22.951.210,224200529.0,265557695.0,37986227.0,134895.0,22951210.0
Nước ngoài,Nước ngoài,Nước ngoài,7.603.553,1.095.784,6.842,1.370,-,7603553.0,1095784.0,6842.0,1370.0,
,,,231.804.082,266.653.479,37.993.069,136.265,22.951.210,231804082.0,266653479.0,37993069.0,136265.0,22951210.0
