row_label_raw,row_label_full,col_0,Dự phòngcụ thểtriệu VND,Dự phòngchungtriệu VND,Tổng cộngtriệu VND,numeric__Dự phòngcụ thểtriệu VND,numeric__Dự phòngchungtriệu VND,numeric__Tổng cộngtriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,731.053,1.066.332,1.797.385,731053.0,1066332.0,1797385.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,887.806,394.053,1.281.859,887806.0,394053.0,1281859.0
Số dự phòng đã sử dụng để xử lý rủi ro trong năm,Số dự phòng đã sử dụng để xử lý rủi ro trong năm,Số dự phòng đã sử dụng để xử lý rủi ro trong năm,(231.740),-,(231.740),-231740.0,,-231740.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,2.010,(499),1.511,2010.0,-499.0,1511.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.389.129,1.459.886,2.849.015,1389129.0,1459886.0,2849015.0
