row_label_raw,row_label_full,col_0,Tín dụng,Đầu tư,Dịch vụ,Kinh doanh và huy động vốn,Tổng cộng,numeric__Tín dụng,numeric__Đầu tư,numeric__Dịch vụ,numeric__Kinh doanh và huy động vốn,numeric__Tổng cộng
Năm 2017,Năm 2017,Năm 2017,Năm 2017,Năm 2017,Năm 2017,Năm 2017,Năm 2017,,,,,
Doanh thu,Năm 2017 > Doanh thu,Doanh thu,18.440.199,1.224.736,1.824.574,1.285.861,22.775.370,18440199.0,1224736.0,1824574.0,1285861.0,22775370.0
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,,,,,
1. Tài sản bộ phận,Tại ngày 31 tháng 12 năm 2017 > 1. Tài sản bộ phận,1. Tài sản bộ phận,208.722.772,23.430.203,165.767,33.943.598,266.262.340,208722772.0,23430203.0,165767.0,33943598.0,266262340.0
2. Tài sản phân bổ,Tại ngày 31 tháng 12 năm 2017 > 2. Tài sản phân bổ,2. Tài sản phân bổ,7.825.912,45.120,4.216.239,7.660.470,19.747.741,7825912.0,45120.0,4216239.0,7660470.0,19747741.0
Tổng tài sản,Tại ngày 31 tháng 12 năm 2017 > Tổng tài sản,Tổng tài sản,216.548.684,23.475.323,4.382.006,41.604.068,286.010.081,216548684.0,23475323.0,4382006.0,41604068.0,286010081.0
1. Nợ phải trả bộ phận,Tại ngày 31 tháng 12 năm 2017 > 1. Nợ phải trả bộ phận,1. Nợ phải trả bộ phận,(393.624),-,(103.677),(270.228.036),(270.725.337),-393624.0,,-103677.0,-270228036.0,-270725337.0
2. Nợ phân bổ,Tại ngày 31 tháng 12 năm 2017 > 2. Nợ phân bổ,2. Nợ phân bổ,(235.210),(1.356),(126.721),(230.237),(593.524),-235210.0,-1356.0,-126721.0,-230237.0,-593524.0
Tổng công nợ,Tại ngày 31 tháng 12 năm 2017 > Tổng công nợ,Tổng công nợ,(628.834),(1.356),(230.398),(270.458.273),(271.318.861),-628834.0,-1356.0,-230398.0,-270458273.0,-271318861.0
