row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn, mua cố phần","2017 triệu VND > Cổ tức nhận được trong năm từ góp vốn, mua cố phần","2016 (trình bày lại) triệu VND > Cổ tức nhận được trong năm từ góp vốn, mua cố phần","numeric__2017 triệu VND > Cổ tức nhận được trong năm từ góp vốn, mua cố phần","numeric__2016 (trình bày lại) triệu VND > Cổ tức nhận được trong năm từ góp vốn, mua cố phần"
- từ chứng khoán vốn đầu tư,- từ chứng khoán vốn đầu tư,- từ chứng khoán vốn đầu tư,900,-,900.0,
"- từ góp vốn, đầu tư dài hạn","- từ góp vốn, đầu tư dài hạn","- từ góp vốn, đầu tư dài hạn",1.916,2.127,1916.0,2127.0
,,,2.816,2.127,2816.0,2127.0
