row_label_raw,row_label_full,col_0,2017triệu VND,2016triệu VND,numeric__2017triệu VND,numeric__2016triệu VND
Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,855.265,521.178,855265.0,521178.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,479.847,121.513,479847.0,121513.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,176,1.285,176.0,1285.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,79.396,132.659,79396.0,132659.0
Thu từ chênh lệch tỷ giá,Thu từ chênh lệch tỷ giá,Thu từ chênh lệch tỷ giá,295.846,265.721,295846.0,265721.0
Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,801.018,419.138,801018.0,419138.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,434.067,130.232,434067.0,130232.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,88,1.248,88.0,1248.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,145.906,115.624,145906.0,115624.0
Chi từ chênh lệch tỷ giá,Chi từ chênh lệch tỷ giá,Chi từ chênh lệch tỷ giá,220.957,172.034,220957.0,172034.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,54.247,102.040,54247.0,102040.0
