row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Reimbursement expenses (Note 21),Reimbursement expenses (Note 21),Reimbursement expenses (Note 21),"357,057,080,380",-,,
Interest expenses on bonds issued and bank loans,Interest expenses on bonds issued and bank loans,Interest expenses on bonds issued and bank loans,"264,554,488,969","229,542,438,143",,
Bonds issuance fees,Bonds issuance fees,Bonds issuance fees,"25,823,985,521","38,281,541,947",,
Expenses on early bonds repayment,Expenses on early bonds repayment,Expenses on early bonds repayment,-,"63,471,770,552",,
TOTAL,TOTAL,TOTAL,"647,435,554,870","331,295,750,642",,
