row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Cost-to-complete of projects,Cost-to-complete of projects,Cost-to-complete of projects,"384,127,309,450","1,007,987,249,076",,
Reimbursement expenses (*),Reimbursement expenses (*),Reimbursement expenses (*),"357,057,080,380",-,,
Interest expense payables,Interest expense payables,Interest expense payables,"114,674,613,609","71,289,936,660",,
Other operating costs,Other operating costs,Other operating costs,"181,407,696,246","169,955,936,292",,
TOTAL,TOTAL,TOTAL,"1,037,266,699,685","1,249,233,122,028",,
