row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,361.187.144.987,327.454.705.548,(468.635.221.852),220.006.628.683,361187144987.0,327454705548.0,-468635221852.0,220006628683.0
Các loại thuế khác,Phải thu > Các loại thuế khác,Các loại thuế khác,1.067.997.653,10.406.725.443,(312.639.569),11.162.083.527,1067997653.0,10406725443.0,-312639569.0,11162083527.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,362.255.142.640,337.861.430.991,(468.947.861.421),231.168.712.210,362255142640.0,337861430991.0,-468947861421.0,231168712210.0
Phải trả,Phải trả,Phải trả,Phải trả,Phải trả,Phải trả,Phải trả,,,,
Thuế TNDN,Phải trả > Thuế TNDN,Thuế TNDN,332.016.204.720,352.125.813.780,(516.103.872.502),168.038.145.998,332016204720.0,352125813780.0,-516103872502.0,168038145998.0
Thuế thu nhập cá nhân,Phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,37.107.752.881,134.817.910.218,(129.637.745.822),42.287.917.277,37107752881.0,134817910218.0,-129637745822.0,42287917277.0
Thuế giá trị gia tăng,Phải trả > Thuế giá trị gia tăng,Thuế giá trị gia tăng,20.519.863.447,254.909.602.706,(257.483.557.534),17.945.908.619,20519863447.0,254909602706.0,-257483557534.0,17945908619.0
Các loại thuế khác,Phải trả > Các loại thuế khác,Các loại thuế khác,77.164.654,7.709.073.462,(7.783.067.005),3.171.111,77164654.0,7709073462.0,-7783067005.0,3171111.0
TỔNG CỘNG,Phải trả > TỔNG CỘNG,TỔNG CỘNG,389.720.985.702,749.562.400.166,(911.008.242.863),228.275.143.005,389720985702.0,749562400166.0,-911008242863.0,228275143005.0
