row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
NNH Mizuki,NNH Mizuki,NNH Mizuki,Cổ tức nhận đượcDoanh thu từ dịch vụquần lý dự án (*),75.000.000.0006.964.288.689,256.084.000.000105.618.374.094,,7.500000000069642e+20,2.560840000001056e+23
Paragon,Paragon,Paragon,Chi tiền góp vốnDoanh thu từ dịch vụquần lý dự án (*),73.660.000.000-,55.000.000.000128.242.901,,,5.5000000000128246e+19
DNWF,DNWF,DNWF,Doanh thu từ dịch vụquần lý dự án (*),33.366.396.979,-,,33366396979.0,
Công ty TNHHAnabuki NLHousing ServiceViệt Nam,Công ty TNHHAnabuki NLHousing ServiceViệt Nam,Công ty TNHHAnabuki NLHousing ServiceViệt Nam,Doanh thu từ dịch vụquần lý dự án (*)Phí dịch vụ quản lý,49.772.485-,62.408.8341.340.878.899,,,6.240883413408788e+17
(*) Doanh thu với bên liên quan (TM số 29),(*) Doanh thu với bên liên quan (TM số 29),(*) Doanh thu với bên liên quan (TM số 29),(*) Doanh thu với bên liên quan (TM số 29),40.380.458.153,105.809.025.829,,40380458153.0,105809025829.0
