row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Inventory properties under development (i),Inventory properties under development (i),Inventory properties under development (i),"8,595,971,911,173","18,031,980,000,298",,
Project management services,Project management services,Project management services,"143,987,333,540","22,166,170,438",,
Construction materials,Construction materials,Construction materials,"2,438,243,567","6,454,511,951",,
TOTAL,TOTAL,TOTAL,"8,742,397,488,280","18,060,600,682,687",,
Provision for obsolete inventories,Provision for obsolete inventories,Provision for obsolete inventories,"(64,823,468,732)","(67,177,625,523)",,
NET,NET,NET,"8,677,574,019,548","17,993,423,057,164",,
