row_label_raw,row_label_full,Số đầu năm > Lợi nhuận thuần trong năm,Năm nay > 4.893.763.066.918 > 244.937.312.788,VNDNăm trước > 4.149.539.656.810 > 869.493.816.112,numeric__Năm nay > 4.893.763.066.918 > 244.937.312.788,numeric__VNDNăm trước > 4.149.539.656.810 > 869.493.816.112
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,(2.451.818.344.826),-,-2451818344826.0,
Giao dịch vốn với cổ đông không kiểm soátcủa công ty con,Giao dịch vốn với cổ đông không kiểm soátcủa công ty con,Giao dịch vốn với cổ đông không kiểm soátcủa công ty con,(226.983.144.516),(11.022.310.000),-226983144516.0,-11022310000.0
Cổ tức đã công bố (*),Cổ tức đã công bố (*),Cổ tức đã công bố (*),(297.879.874.566),(114.248.096.004),-297879874566.0,-114248096004.0
Số cuối năm,Số cuối năm,Số cuối năm,2.162.019.015.798,4.893.763.066.918,2162019015798.0,4893763066918.0
(*) Trong đó:Cổ tức đã thực trả bằng tiền,(*) Trong đó:Cổ tức đã thực trả bằng tiền,(*) Trong đó:Cổ tức đã thực trả bằng tiền,758.817.020.683,2.484.191.900,758817020683.0,2484191900.0
