row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cổ tức phải trả cổ đông không kiểm soát,Ngắn hạn > Cổ tức phải trả cổ đông không kiểm soát,Cổ tức phải trả cổ đông không kiểm soát,227.929.662.415,717.431.751.600,227929662415.0,717431751600.0
Khoản phải trả kinh phí bảo trì duy tubảo dưỡng,Ngắn hạn > Khoản phải trả kinh phí bảo trì duy tubảo dưỡng,Khoản phải trả kinh phí bảo trì duy tubảo dưỡng,362.482.128.538,321.905.492.114,362482128538.0,321905492114.0
Ký quỹ đã nhận,Ngắn hạn > Ký quỹ đã nhận,Ký quỹ đã nhận,309.042.250.696,232.964.338.164,309042250696.0,232964338164.0
Đặt cọc của khách hàng mua nhà,Ngắn hạn > Đặt cọc của khách hàng mua nhà,Đặt cọc của khách hàng mua nhà,7.015.772.944,5.218.892.200,7015772944.0,5218892200.0
Khác,Ngắn hạn > Khác,Khác,68.655.453.914,140.527.854.414,68655453914.0,140527854414.0
,,,975.125.268.507,1.418.048.328.492,975125268507.0,1418048328492.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Ký quỹ,Dài hạn > Ký quỹ,Ký quỹ,189.639.921.501,121.655.266.207,189639921501.0,121655266207.0
Khác,Dài hạn > Khác,Khác,105.558.000,188.542.649,105558000.0,188542649.0
,,,189.745.479.501,121.843.808.856,189745479501.0,121843808856.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.164.870.748.008,1.539.892.137.348,1164870748008.0,1539892137348.0
