row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VND Tổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,3.349.089.009.588,3.612.091.050.037,6.961.180.059.625,3349089009588.0,3612091050037.0,6961180059625.0
Tiền thu từ đi vayvà trái phiếu,Tiền thu từ đi vayvà trái phiếu,Tiền thu từ đi vayvà trái phiếu,3.076.785.787.781,660.000.000.000,3.736.785.787.781,3076785787781.0,660000000000.0,3736785787781.0
Tiền chi trả nợ gốc vayvà trái phiếu,Tiền chi trả nợ gốc vayvà trái phiếu,Tiền chi trả nợ gốc vayvà trái phiếu,(3.142.028.487.699),(660.000.000.000),(3.802.028.487.699),-3142028487699.0,-660000000000.0,-3802028487699.0
Thanh lý công ty conChi phí phát hành trái phiếu,Thanh lý công ty conChi phí phát hành trái phiếu,Thanh lý công ty conChi phí phát hành trái phiếu,(1.387.904.924.961),-,(1.387.904.924.961),-1387904924961.0,,-1387904924961.0
Thanh lý công ty conChi phí phát hành trái phiếu,Thanh lý công ty conChi phí phát hành trái phiếu,Thanh lý công ty conChi phí phát hành trái phiếu,-,(11.790.000.000),(11.790.000.000),,-11790000000.0,-11790000000.0
Phân bổ chi phí phát hànhtrái phiếu,Phân bổ chi phí phát hànhtrái phiếu,Phân bổ chi phí phát hànhtrái phiếu,-,25.359.366.623,25.359.366.623,,25359366623.0,25359366623.0
Số cuối năm,Số cuối năm,Số cuối năm,1.895.941.384.709,3.625.660.416.660,5.521.601.801.369,1895941384709.0,3625660416660.0,5521601801369.0
