row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
"Cost of land, apartments, town houses and villas","Cost of land, apartments, town houses and villas","Cost of land, apartments, town houses and villas","3,075,565,518,699","3,939,878,513,267",,
Cost of construction services,Cost of construction services,Cost of construction services,"107,409,121,968","22,123,474,114",,
Cost of rendering of services,Cost of rendering of services,Cost of rendering of services,"76,505,904,982","156,143,017,362",,
Cost of investment properties,Cost of investment properties,Cost of investment properties,"28,325,980,212","20,537,322,982",,
TOTAL,TOTAL,TOTAL,"3,287,806,525,861","4,138,682,327,725",,
