row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,I. CASH FLOWS FROM OPERATING ACTIVITIES,,,,,,,
01,01,01,Profit before taxAdjustments for:,,"1,188,220,808,979","1,824,791,701,766",,,,
02,02,02,Depreciation and amortisation,"13, 14, 15","51,649,854,174","50,090,309,862",,,,
03,03,03,Provisions,,"83,492,992,029","34,574,165,017",,,,
05,05,05,Profits from investing activities,,"(732,571,974,212)","(436,200,402,308)",,,,
06,06,06,Interest expenses and bonds issuance cost,,"290,307,186,436","331,295,750,642",,,,
08,08,08,Operating profit before changes in working capital,,"881,098,867,406","1,804,551,524,979",,,,
09,09,09,(Increase) decrease in receivables,,"(4,339,750,340,298)","743,601,250,612",,,,
10,10,10,Decrease (increase) in inventories,,"9,477,315,864,183","(479,536,018,648)",,,,
11,11,11,Decrease in payables,,"(6,023,412,117,333)","(79,911,217,359)",,,,
12,12,12,Decrease in prepaid expenses,,"99,758,941,839","39,383,075,983",,,,
14,14,14,Interest paid,,"(406,035,179,263)","(512,514,963,178)",,,,
15,14 > 15,15,Corporate income tax paid,20,"(516,103,872,502)","(239,512,725,875)",,20.0,,
17,17,17,Other cash outflows used in operating activities,,"(45,512,523,029)","(50,985,280,949)",,,,
20,20,20,Net cash flows (used in) from operating activities,,"(872,640,358,997)","1,225,075,645,565",,,,
,,,II. CASH FLOWS FROM INVESTING ACTIVITIES,,,,,,,
21,21,21,Purchases of fixed assets,,"(10,062,863,581)","(31,151,808,146)",,,,
22,22,22,Proceeds from disposals of fixed assets,,"283,853,220","7,914,210,168",,,,
23,23,23,Payments for bank term deposits,,"(1,057,629,688,351)","(967,193,002,142)",,,,
24,24,24,Collections from borrowers and bank term deposits,,"324,042,741,333","1,405,424,110,024",,,,
25,24 > 25,25,Payments for investments in other entities,17.1,"(73,660,000,000)","(55,000,000,000)",,171.0,,
26,26,26,Proceeds from disposal of investments in other entities and capital redemption,,"1,630,800,000,000","338,453,887,232",,,,
27,27,27,Interest and dividends received,,"156,573,442,872","352,499,379,291",,,,
30,30,30,Net cash flows from investing activities,,"970,347,485,493","1,050,946,776,427",,,,
