row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Current tax expense,Current tax expense,Current tax expense,"351,841,621,390","375,489,545,189",,
Under provision of CIT from previous years,Under provision of CIT from previous years,Under provision of CIT from previous years,"284,192,390","15,751,299,668",,
Current CIT expense,Current CIT expense,Current CIT expense,"352,125,813,780","391,240,844,857",,
Deferred tax (income) expense (Note 34.3),Deferred tax (income) expense (Note 34.3),Deferred tax (income) expense (Note 34.3),"(110,213,939,991)","46,162,332,156",,
TOTAL,TOTAL,TOTAL,"241,911,873,789","437,403,177,013",,
