row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Phạt vi phạm hợp đồng,Thu nhập khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,45.851.995.166,40.129.450.858,45851995166.0,40129450858.0
Hoàn nhập dự phòng bảo hành công trình,Thu nhập khác > Hoàn nhập dự phòng bảo hành công trình,Hoàn nhập dự phòng bảo hành công trình,2.945.863.568,21.408.612.432,2945863568.0,21408612432.0
Khác,Thu nhập khác > Khác,Khác,15.009.286.705,9.647.676.820,15009286705.0,9647676820.0
,,,63.807.145.439,71.185.740.110,63807145439.0,71185740110.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Tiền phạt,Chi phí khác > Tiền phạt,Tiền phạt,12.807.770.537,11.323.817.580,12807770537.0,11323817580.0
Khác,Chi phí khác > Khác,Khác,11.661.514.835,3.916.872.295,11661514835.0,3916872295.0
,,,24.469.285.372,15.240.689.875,24469285372.0,15240689875.0
LỢI NHUẬN KHÁC,Chi phí khác > LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,39.337.860.067,55.945.050.235,39337860067.0,55945050235.0
