row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Contributed charter capital,Contributed charter capital,Contributed charter capital,"1,217,640,626,424","2,417,160,473,936",,
Asset revaluation reserve,Asset revaluation reserve,Asset revaluation reserve,"40,273,535,424","1,343,858,335,424",,
Share premium,Share premium,Share premium,"26,394,994,873","26,394,994,873",,
Treasury shares,Treasury shares,Treasury shares,"(656,280,000)","(656,280,000)",,
Investment and development fund,Investment and development fund,Investment and development fund,"62,463,835","62,463,835",,
Other funds belonging to owners' equity,Other funds belonging to owners' equity,Other funds belonging to owners' equity,"203,231,139","577,917,539",,
Undistributed earnings,Undistributed earnings,Undistributed earnings,"878,100,444,103","1,106,365,161,311",,
TOTAL,TOTAL,TOTAL,"2,162,019,015,798","4,893,763,066,918",,
