row_label_raw,row_label_full,Stt,Chỉ tiêu,Năm 2025(đồng),Năm 2024(đồng),Tỷ lệ thayđổi,numeric__Chỉ tiêu,numeric__Năm 2025(đồng),numeric__Năm 2024(đồng),numeric__Tỷ lệ thayđổi
1,1,1,Doanh thu thuần,5.645.086.579.147,7.196.050.482.193,-22%,,5645086579147.0,7196050482193.0,-0.22
2,2,2,Lợi nhuận sau thuế,946.308.935.190,1.387.388.524.753,-32%,,946308935190.0,1387388524753.0,-0.32
