row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Less than one year,Less than one year,Less than one year,"17,071,797,212","8,553,850,594",,
From one to five years,From one to five years,From one to five years,"29,283,658,427","30,122,740,669",,
More than five years,More than five years,More than five years,"29,111,825,795","19,607,020,588",,
TOTAL,TOTAL,TOTAL,"75,467,281,434","58,283,611,851",,
