row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Share capital,Share capital,Share capital,Share capital,Share capital,,
Beginning balances,Beginning balances,Beginning balances,"3,847,774,710,000","3,847,774,710,000",,
Issuance share in accordance to the Executive Stock Grant program,Issuance share in accordance to the Executive Stock Grant program,Issuance share in accordance to the Executive Stock Grant program,"2,978,330,000",-,,
Issuance of shares,Issuance of shares,Issuance of shares,"1,000,220,790,000",-,,
Ending balances,Ending balances,Ending balances,"4,850,973,830,000","3,847,774,710,000",,
Dividend declared and paid during the year,Dividend declared and paid during the year,Dividend declared and paid during the year,Dividend declared and paid during the year,Dividend declared and paid during the year,,
Cash dividends declared,Cash dividends declared,Cash dividends declared,"192,152,576,696","192,003,958,029",,
Dividends paid in cash,Dividends paid in cash,Dividends paid in cash,"188,723,550,006","191,917,998,063",,
