row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Short-term,Short-term,Short-term,Short-term,Short-term,,
Rental fees received in advance,Rental fees received in advance,Rental fees received in advance,"16,053,638,737","25,495,948,477",,
Long-term,Long-term,Long-term,Long-term,Long-term,,
Unearned profit of Mizuki Park Project,Unearned profit of Mizuki Park Project,Unearned profit of Mizuki Park Project,"260,081,432,986","248,771,574,944",,
Rental fees received in advance,Rental fees received in advance,Rental fees received in advance,"71,499,274,587","54,507,282,664",,
,,,"331,580,707,573","303,278,857,608",,
TOTAL,TOTAL,TOTAL,"347,634,346,310","328,774,806,085",,
