row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
10,10,10,1. Net revenues from sale of goods and rendering of services,29.1,"5,645,086,579,147","7,196,050,482,193",,291.0,,
11,11,11,2. Costs of goods sold and services rendered,30,"(3,287,806,525,861)","(4,138,682,327,725)",,30.0,,
20,20,20,3. Gross profit from sale of goods and rendering of services,,"2,357,280,053,286","3,057,368,154,468",,,,
21,20 > 21,21,4. Finance income,29.2,"655,397,369,463","336,671,172,433",,292.0,,
22,20 > 22,22,5. Finance expenses,32,"(647,435,554,870)","(331,295,750,642)",,32.0,,
23,20 > 23,23,- In which: Interest expenses,32,"(264,554,488,969)","(229,542,438,143)",,32.0,,
24,20 > 24,24,"6. Shares of profit of an associate, joint-controlled entities",17.1,"76,045,984,978","99,717,383,712",,171.0,,
25,20 > 25,25,7. Selling expenses,31,"(699,653,852,065)","(742,444,656,616)",,31.0,,
26,20 > 26,26,8. General and administration expenses,31,"(592,751,051,880)","(651,169,651,824)",,31.0,,
30,30,30,9. Operating profit,,"1,148,882,948,912","1,768,846,651,531",,,,
31,30 > 31,31,10. Other income,33,"63,807,145,439","71,185,740,110",,33.0,,
32,30 > 32,32,11. Other expenses,33,"(24,469,285,372)","(15,240,689,875)",,33.0,,
40,30 > 40,40,12. Other profit,33,"39,337,860,067","55,945,050,235",,33.0,,
50,50,50,13. Accounting profit before tax,,"1,188,220,808,979","1,824,791,701,766",,,,
51,50 > 51,51,14. Current corporate income tax expense,34.1,"(352,125,813,780)","(391,240,844,857)",,341.0,,
52,50 > 52,52,15. Deferred tax income (expense),34.3,"110,213,939,991","(46,162,332,156)",,343.0,,
60,60,60,16. Net profit after tax,,"946,308,935,190","1,387,388,524,753",,,,
61,61,61,17. Net profit after tax attributable to shareholders of the parent,,"701,371,622,402","517,894,708,641",,,,
62,61 > 62,62,18. Net profit after tax attributable to non-controlling interests,28,"244,937,312,788","869,493,816,112",,28.0,,
70,61 > 70,70,19. Basic earnings per share,36,"1,363","1,273",,36.0,1.363,1.273
71,61 > 71,71,20. Diluted earnings per share,36,"1,363","1,273",,36.0,1.363,1.273
