row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Advances from customers purchasing real estate properties (*),Advances from customers purchasing real estate properties (*),Advances from customers purchasing real estate properties (*),"2,588,039,065,838","3,021,413,994,305",,
Others,Others,Others,"90,727,273","2,265,818,673",,
TOTAL,TOTAL,TOTAL,"2,588,129,793,111","3,023,679,812,978",,
In which:,In which:,In which:,In which:,In which:,,
Due from other parties,Due from other parties,Due from other parties,"2,588,039,065,838","3,021,413,994,305",,
Due from a related party (Note 35),Due from a related party (Note 35),Due from a related party (Note 35),"90,727,273","2,265,818,673",,
