row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
200,200,200,B. NON-CURRENT ASSETS,,"7,318,485,715,011","2,768,886,604,855",,,,
210,210,210,I. Long-term receivable,,"1,184,926,051,636","10,058,034,416",,,,
215,210 > 215,215,1. Long-term loan receivables,35,"435,127,112,000",-,,35.0,,
216,210 > 216,216,2. Other long-term receivables,10,"749,798,939,636","10,058,034,416",,10.0,,
220,220,220,II. Fixed assets,,"107,730,551,550","142,915,219,433",,,,
221,220 > 221,221,1. Tangible fixed assets,13,"59,427,147,187","72,116,379,142",,13.0,,
222,222,222,Cost,,"167,127,780,464","175,718,631,194",,,,
223,223,223,Accumulated depreciation,,"(107,700,633,277)","(103,602,252,052)",,,,
227,223 > 227,227,2. Intangible fixed assets,14,"48,303,404,363","70,798,840,291",,14.0,,
228,228,228,Cost,,"138,862,203,347","139,153,368,847",,,,
229,229,229,Accumulated amortisation,,"(90,558,798,984)","(68,354,528,556)",,,,
230,229 > 230,230,III. Investment properties,15,"445,231,454,032","315,908,675,392",,15.0,,
231,231,231,1. Cost,,"535,258,293,333","388,138,081,320",,,,
232,232,232,2. Accumulated depreciation,,"(90,026,839,301)","(72,229,405,928)",,,,
240,240,240,IV. Long-term asset in progress,,"15,484,005,803","5,449,486,778",,,,
242,240 > 242,242,1. Construction in progress,16,"15,484,005,803","5,449,486,778",,16.0,,
250,240 > 250,250,V. Long-term investments,17,"5,038,360,878,512","1,794,387,282,984",,17.0,,
252,240 > 252,252,1. Investments in an associate and jointly-controlled entities,17.1,"5,035,951,878,512","1,791,978,282,984",,171.0,,
253,240 > 253,253,2. Investment in other entities,17.2,"2,409,000,000","2,409,000,000",,172.0,,
260,260,260,VI. Other long-term assets,,"526,752,773,478","500,167,905,852",,,,
261,260 > 261,261,1. Long-term prepaid expenses,12,"49,311,433,507","98,923,536,250",,12.0,,
262,260 > 262,262,2. Deferred tax assets,34.3,"477,441,339,971","401,244,369,602",,343.0,,
270,270,270,TOTAL ASSETS,,"26,564,516,185,390","30,318,114,011,075",,,,
