row_label_raw,row_label_full,Thuế TNDN hiện hànhĐiều chỉnh thuế TNDN trích thiếu các năm trước,Năm nay > 351.841.621.390284.192.390,VNDNăm trước > 375.489.545.18915.751.299.668,numeric__Năm nay > 351.841.621.390284.192.390,numeric__VNDNăm trước > 375.489.545.18915.751.299.668
Chi phí thuế TNDN hiện hành(Thu nhập) chi phí thuế TNDN hoãn lại(TM số 34.3),Chi phí thuế TNDN hiện hành(Thu nhập) chi phí thuế TNDN hoãn lại(TM số 34.3),Chi phí thuế TNDN hiện hành(Thu nhập) chi phí thuế TNDN hoãn lại(TM số 34.3),352.125.813.780(110.213.939.991),391.240.844.85746.162.332.156,,3.912408448574616e+22
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,241.911.873.789,437.403.177.013,241911873789.0,437403177013.0
