row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Profit from disposal of an investment (Note 4.4),Profit from disposal of an investment (Note 4.4),Profit from disposal of an investment (Note 4.4),"489,094,242,169","230,694,322,127",,
Interest income,Interest income,Interest income,"166,303,127,294","105,788,696,469",,
Others,Others,Others,-,"188,153,837",,
TOTAL,TOTAL,TOTAL,"655,397,369,463","336,671,172,433",,
