row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"19,246,030,470,379","27,549,227,406,220",,,,
110,100 > 110,110,I. Cash and cash equivalents,5,"6,814,304,742,347","5,443,293,611,458",,5.0,,
111,111,111,1. Cash,,"1,708,379,074,804","1,384,366,865,816",,,,
112,112,112,2. Cash equivalents,,"5,105,925,667,543","4,058,926,745,642",,,,
120,112 > 120,120,II. Short-term investment,6,"1,352,276,955,351","623,477,495,773",,6.0,,
123,123,123,1. Held-to-maturity investments,,"1,352,276,955,351","623,477,495,773",,,,
130,130,130,III. Current accounts receivables,,"1,891,019,440,263","2,796,944,659,429",,,,
131,130 > 131,131,1. Short-term trade receivables,7,"1,043,055,344,239","1,466,565,697,259",,7.0,,
132,130 > 132,132,2. Short-term advances to suppliers,8,"370,907,037,800","492,362,165,943",,8.0,,
135,130 > 135,135,3. Short-term loan receivables,9,"75,470,964,170","94,580,964,170",,9.0,,
136,130 > 136,136,4. Other short-term receivables,10,"523,503,976,851","823,963,233,623",,10.0,,
137,137,137,5. Provision for doubtful receivables,"7, 8, 9, 10","(121,917,882,797)","(80,527,401,566)",,,,
140,137 > 140,140,IV. Inventories,11,"8,677,574,019,548","17,993,423,057,164",,11.0,,
141,141,141,1. Inventories,,"8,742,397,488,280","18,060,600,682,687",,,,
149,149,149,2. Provision for obsolete inventories,,"(64,823,468,732)","(67,177,625,523)",,,,
150,150,150,V. Other current assets,,"510,855,312,870","692,088,582,396",,,,
151,150 > 151,151,1. Short-term prepaid expenses,12,"279,686,600,660","329,833,439,756",,12.0,,
152,150 > 152,152,2. Value-added tax deductible,20,"220,006,628,683","361,187,144,987",,20.0,,
153,150 > 153,153,3. Tax and other receivables from the State,20,"11,162,083,527","1,067,997,653",,20.0,,
