row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,137.975.195.997,153.031.326.496,137975195997.0,153031326496.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",119.861.232.470,114.783.771.848,119861232470.0,114783771848.0
Thường ban điều hành và cán bộ trọng yếu,Thường ban điều hành và cán bộ trọng yếu,Thường ban điều hành và cán bộ trọng yếu,10.340.194.808,17.167.000.000,10340194808.0,17167000000.0
Phải trả bên liên quan (Thuyết minh số 31),Phải trả bên liên quan (Thuyết minh số 31),Phải trả bên liên quan (Thuyết minh số 31),3.699.714.410,3.699.714.410,3699714410.0,3699714410.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,2.629.764.115,213.710.395,2629764115.0,213710395.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,-,14.469.754.197,,14469754197.0
Khác,Khác,Khác,1.444.290.194,2.697.375.646,1444290194.0,2697375646.0
Dài hạn,Dài hạn,Dài hạn,23.645.689.037,55.809.487.276,23645689037.0,55809487276.0
Thường ban điều hành và cán bộ trọng yếu,Thường ban điều hành và cán bộ trọng yếu,Thường ban điều hành và cán bộ trọng yếu,23.645.689.037,55.809.487.276,23645689037.0,55809487276.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,161.620.885.034,208.840.813.772,161620885034.0,208840813772.0
