row_label_raw,row_label_full,Bên liên quan > Phải trả ngắn hạn khác (Thuyết minh số 21),Mối quan hệ > Phải trả ngắn hạn khác (Thuyết minh số 21),Nội dung nghiệp vụ > Phải trả ngắn hạn khác (Thuyết minh số 21),Số cuối năm > Phải trả ngắn hạn khác (Thuyết minh số 21),Số đầu năm > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Mối quan hệ > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Nội dung nghiệp vụ > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Số cuối năm > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Số đầu năm > Phải trả ngắn hạn khác (Thuyết minh số 21)
Công ty TNHH MTVXây dựng và Địa ốcHòa Bình Hà Nội,Công ty TNHH MTVXây dựng và Địa ốcHòa Bình Hà Nội,Công ty TNHH MTVXây dựng và Địa ốcHòa Bình Hà Nội,Công ty con,Mượn tiền,2.546.600.000,2.546.600.000,,,2546600000.0,2546600000.0
Công ty Cổ phần Đầu tưPhát triển Hòa Bình Huế,Công ty Cổ phần Đầu tưPhát triển Hòa Bình Huế,Công ty Cổ phần Đầu tưPhát triển Hòa Bình Huế,Công ty con,Chi hộ,800.000.000,800.000.000,,,800000000.0,800000000.0
Công ty TNHH Hòa BìnhMyanmar,Công ty TNHH Hòa BìnhMyanmar,Công ty TNHH Hòa BìnhMyanmar,Công ty con,Mượn tiền,353.114.410,353.114.410,,,353114410.0,353114410.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,3.699.714.410,3.699.714.410,,,3699714410.0,3699714410.0
Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),,,,
Công ty Cổ phầnĐầu tư Xây dựngHạ tầng Hòa Bình,Vay dài hạn (Thuyết minh số 22) > Công ty Cổ phầnĐầu tư Xây dựngHạ tầng Hòa Bình,Công ty Cổ phầnĐầu tư Xây dựngHạ tầng Hòa Bình,Công ty con,Vay,-,3.644.200.000,,,,3644200000.0
