row_label_raw,row_label_full,Cho bên liên quan vay (Thuyết minh số 31),Số cuối năm > 391.237.750.551,VND Số đầu năm > 464.041.471.019,numeric__Số cuối năm > 391.237.750.551,numeric__VND Số đầu năm > 464.041.471.019
Cho bên khác vay,Cho bên khác vay,Cho bên khác vay,7.575.179.009,28.063.537.065,7575179009.0,28063537065.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,398.812.929.560,492.105.008.084,398812929560.0,492105008084.0
Dự phòng phải thu về cho vay ngắn hạn khó đòi,Dự phòng phải thu về cho vay ngắn hạn khó đòi,Dự phòng phải thu về cho vay ngắn hạn khó đòi,-,-,,
GIÁ TRỊ THUÀN,Dự phòng phải thu về cho vay ngắn hạn khó đòi > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,398.812.929.560,492.105.008.084,398812929560.0,492105008084.0
