row_label_raw,row_label_full,Đầu tư vào các công ty con(Thuyết minh số 5.2.1) > Đầu tư vào các công ty liên kết(Thuyết minh số 5.2.2) > Đầu tư góp vốn vào các đơn vị khác(Thuyết minh số 5.2.3),Số cuối năm > 735.375.439.051 > 134.980.020.000 > 39.227.400.000,VND Số đầu năm > 570.375.439.051 > 86.080.020.000 > 39.227.400.000,numeric__Số cuối năm > 735.375.439.051 > 134.980.020.000 > 39.227.400.000,numeric__VND Số đầu năm > 570.375.439.051 > 86.080.020.000 > 39.227.400.000
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,909.582.859.051,695.682.859.051,909582859051.0,695682859051.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(181.246.265.234),(150.567.537.051),-181246265234.0,-150567537051.0
Trong đó:Dự phòng đầu tư vào các công ty con,Trong đó:Dự phòng đầu tư vào các công ty con,Trong đó:Dự phòng đầu tư vào các công ty con,(149.040.332.756),(124.165.337.452),-149040332756.0,-124165337452.0
Dự phòng đầu tư vào các công ty liên kết,Dự phòng đầu tư vào các công ty liên kết,Dự phòng đầu tư vào các công ty liên kết,(24.640.685.172),(19.967.053.745),-24640685172.0,-19967053745.0
Dự phòng đầu tư vào các đơn vị khác,Dự phòng đầu tư vào các đơn vị khác,Dự phòng đầu tư vào các đơn vị khác,(7.565.247.306),(6.435.145.854),-7565247306.0,-6435145854.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,728.336.593.817,545.115.322.000,728336593817.0,545115322000.0
