row_label_raw,row_label_full,Công ty Cổ phần Đầu tưĐịa ốc Tiến Phát,Công ty con,Tạm ứng,93.517.962.067,93.517.962.067_1,numeric__Công ty con,numeric__Tạm ứng,numeric__93.517.962.067,numeric__93.517.962.067_1
Công ty TNHH SơnHòa Bình,Công ty TNHH SơnHòa Bình,Công ty TNHH SơnHòa Bình,Công ty con,Chi phíthầu phụ,49.161.996.039,44.299.227.584,,,49161996039.0,44299227584.0
Công ty Cổ phần NhàHòa Bình,Công ty Cổ phần NhàHòa Bình,Công ty Cổ phần NhàHòa Bình,Công ty con,Chi phíthầu phụ,15.153.941.751,-,,,15153941751.0,
Công ty Cổ phần Trangtrí Nội thất Onwa Tech,Công ty Cổ phần Trangtrí Nội thất Onwa Tech,Công ty Cổ phần Trangtrí Nội thất Onwa Tech,Công tyliên kết,Chi phíthầu phụ,3.465.863.754,-,,,3465863754.0,
Công ty TNHH Tư vấnThiết kế Hòa Bình,Công ty TNHH Tư vấnThiết kế Hòa Bình,Công ty TNHH Tư vấnThiết kế Hòa Bình,Công ty con,Chi phíthầu phụ,414.828.029,2.104.741.648,,,414828029.0,2104741648.0
Công ty Cổ phầnInterhouse LA,Công ty Cổ phầnInterhouse LA,Công ty Cổ phầnInterhouse LA,Công ty con,Chi phíthầu phụ,-,2.477.443.397,,,,2477443397.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,161.714.591.640,142.399.374.696,,,161714591640.0,142399374696.0
