row_label_raw,row_label_full,STT,Tên công ty liên kết,Hoạt động chính,Tình trạng,Số cuối năm > %sở hữu,Số cuối năm > Giá trị VND,Số đầu năm > %sở hữu,Số đầu năm > Giá trị VND,numeric__Tên công ty liên kết,numeric__Hoạt động chính,numeric__Tình trạng,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Giá trị VND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Giá trị VND
1,1,1,Công ty Cổ phần Chứng khoán Sen Vàng,"Môi giới, tư vấn đầu tư và tự doanh chứng khoán",Đang hoạt động,"42,53",40.677.500.000,"42,53",40.677.500.000,,,,42.53,40677500000.0,42.53,40677500000.0
2,2,2,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,"Thi công lắp đặt trang thiết bị công trình xây dựng hệ thống điện nước, phỏng cháy chữa cháy, hệ thống làm lạnh",Đang hoạt động,"47,82",34.842.520.000,"47,82",34.842.520.000,,,,47.82,34842520000.0,47.82,34842520000.0
3,3,3,Công ty Cổ phần 479 (i),Xây dựng công trình đường sắt và đường bộ,Đang hoạt động,"22,22",33.900.000.000,-,-,,,,22.22,33900000000.0,,
4,4,4,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,"Trang trí nội thất, sản xuất vật liệu xây dựng (cửa nhôm), san lắp mặt bằng và mua bán vật tư xây dựng",Đang hoạt động,"46,93",19.560.000.000,"46,93",10.560.000.000,,,,46.93,19560000000.0,46.93,10560000000.0
5,5,5,Công ty Cổ phần Trang trí Nội thất Onwa Tech (ii),"Cung cấp dịch vụ trang trí nội thất, mua bán vật liệu và thiết bị lắp đặt trong xây dựng",Đang hoạt động,"30,17",6.000.000.000,-,-,,,,30.17,6000000000.0,,
,,,TỔNG CỘNG,,,,134.980.020.000,,86.080.020.000,,,,,134980020000.0,,86080020000.0
,,,Dự phòng đầu tư vào các công ty liên kết,,,,(24.640.685.172),,(19.967.053.745),,,,,-24640685172.0,,-19967053745.0
,,,ĐẦU TƯ THUẦN,,,,110.339.334.828,,66.112.966.255,,,,,110339334828.0,,66112966255.0
