row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty con,Lãi cho vay Cho vay Phí môi giới Cung cấp dịch vụ xây dựng Phạt chậm thanh toán Chi khác,42.428.253.680 42.000.000.000 8.465.237.462,44.314.251.172 62.245.000.000 9.000.000.000,,,,
Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát > Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty con,Lãi cho vay Cho vay Phí môi giới Cung cấp dịch vụ xây dựng Phạt chậm thanh toán Chi khác,-,241.715.666,,,,241715666.0
Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát > Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty con,Lãi cho vay Cho vay Phí môi giới Cung cấp dịch vụ xây dựng Phạt chậm thanh toán Chi khác,-,28.333.333,,,,28333333.0
Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát > Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty con,Lãi cho vay Cho vay Phí môi giới Cung cấp dịch vụ xây dựng Phạt chậm thanh toán Chi khác,1.600.000,-,,,1600000.0,
Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty con,Chi phí thầu phụ Chi hộ vật tư Chi phí lãi vay Góp vốn Cho thuê văn phòng Lãi từ thanh lý công ty con,22.116.938.875 6.091.365.758 61.748.946 -,22.870.961.902 6.064.509.459 978.976.805 67.375.000.000,,,,
Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình > Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty con,Chi phí thầu phụ Chi hộ vật tư Chi phí lãi vay Góp vốn Cho thuê văn phòng Lãi từ thanh lý công ty con,-,125.868.420,,,,125868420.0
Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình > Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty con,Chi phí thầu phụ Chi hộ vật tư Chi phí lãi vay Góp vốn Cho thuê văn phòng Lãi từ thanh lý công ty con,-,10.000.000,,,,10000000.0
Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty con,Chi phí thầu phụ Mua vật tư xây dựng Cung cấp dịch vụ xây dựng Cho thuê kho Thu nhập khác,12.298.270.557 1.190.388.190 726.205.628 106.860.358 151.373.509,18.337.048.978 1.165.082.000 -,,,,
Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình > Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty con,Chi phí thầu phụ Mua vật tư xây dựng Cung cấp dịch vụ xây dựng Cho thuê kho Thu nhập khác,-,338.949.769,,,,338949769.0
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty con,Chi phí thầu phụ Thu nhập cổ tức Cho thuê văn phòng Cung cấp dịch vụ xây dựng Thu nhập khác,11.039.308.065 968.199.726 511.555.210 255.750.000 -,24.997.231.999 1.789.726.099 351.853.099 -,,,,
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình > Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty con,Chi phí thầu phụ Thu nhập cổ tức Cho thuê văn phòng Cung cấp dịch vụ xây dựng Thu nhập khác,-,3.042.000,,,,3042000.0
Công ty TNHH Một thành viên Pax Sky,Công ty TNHH Một thành viên Pax Sky,Công ty TNHH Một thành viên Pax Sky,Công ty con,Cho vay Lãi cho vay,5.000.000.000 76.663.847,-,,,,
Công ty TNHH Sài Gòn Ngày Mới,Công ty TNHH Sài Gòn Ngày Mới,Công ty TNHH Sài Gòn Ngày Mới,Công ty con,Lãi cho vay Cho vay,1.621.302.180 -,1.331.758.192 20.000.000.000,,,,
