row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 11.946.152.663.186 > 6.433.065.316.311,VNDNăm trước > 15.837.667.748.986 > 1.755.420.782.525,numeric__Năm nay > 11.946.152.663.186 > 6.433.065.316.311,numeric__VNDNăm trước > 15.837.667.748.986 > 1.755.420.782.525
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,18.379.217.979.497,17.593.088.531.511,18379217979497.0,17593088531511.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,15.721.285.589.794,21.440.015.508.105,15721285589794.0,21440015508105.0
