row_label_raw,row_label_full,col_0,Cổ phần phổ thông có quyền biểu quyết Triệu VND,Thặng dư vốn cổ phần Triệu VND,Cổ phiếu quỹ Triệu VND,Quỹ khác thuộc vốn chủ sở hữu Triệu VND,Lợi nhuận sau thuế chưa phân phối Triệu VND,Lợi ích của cổ đông không kiểm soát Triệu VND,Tổng cộng Triệu VND,numeric__Cổ phần phổ thông có quyền biểu quyết Triệu VND,numeric__Thặng dư vốn cổ phần Triệu VND,numeric__Cổ phiếu quỹ Triệu VND,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu VND,numeric__Lợi nhuận sau thuế chưa phân phối Triệu VND,numeric__Lợi ích của cổ đông không kiểm soát Triệu VND,numeric__Tổng cộng Triệu VND
Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,23.288.184,46.983,(1.954.258),(53.420),5.592.148,33.870,26.953.507,23288184.0,46983.0,-1954258.0,-53420.0,5592148.0,33870.0,26953507.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,2.381.855,454,2.382.309,,,,,2381855.0,454.0,2382309.0
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,23.288.184,46.983,(1.954.258),(53.420),7.974.003,34.324,29.335.816,23288184.0,46983.0,-1954258.0,-53420.0,7974003.0,34324.0,29335816.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,1.314.510,503,1.315.013,,,,,1314510.0,503.0,1315013.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,23.288.184,46.983,(1.954.258),(53.420),9.288.513,34.827,30.650.829,23288184.0,46983.0,-1954258.0,-53420.0,9288513.0,34827.0,30650829.0
