row_label_raw,row_label_full,col_0,1/1/2021Triệu VND,Số phải nộp trong nămTriệu VND,Số đã nộp trong nămTriệu VND,31/12/2021Triệu VND,numeric__1/1/2021Triệu VND,numeric__Số phải nộp trong nămTriệu VND,numeric__Số đã nộp trong nămTriệu VND,numeric__31/12/2021Triệu VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,281.165,377.111,(583.752),74.524,281165.0,377111.0,-583752.0,74524.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,33.263,363.766,(340.880),56.149,33263.0,363766.0,-340880.0,56149.0
Tiền sử dụng đất và tiền thuê đất,Tiền sử dụng đất và tiền thuê đất,Tiền sử dụng đất và tiền thuê đất,1.913,402.107,(48.439),355.581,1913.0,402107.0,-48439.0,355581.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.084,48.287,(50.083),3.288,5084.0,48287.0,-50083.0,3288.0
Thuế khác,Thuế khác,Thuế khác,108,460,(462),106,108.0,460.0,-462.0,106.0
,,,321.533,1.191.731,(1.023.616),489.648,321533.0,1191731.0,-1023616.0,489648.0
