row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,5.169.208.246.510,6.399.611.833.585,,,5169208246510.0,6399611833585.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,276.693.474.303,155.963.095.793,,4.0,276693474303.0,155963095793.0
111,111,111,1. Tiền,,276.553.474.303,139.263.095.793,,,276553474303.0,139263095793.0
112,112,112,2. Các khoản tương đương tiền,,140.000.000,16.700.000.000,,,140000000.0,16700000000.0
130,130,130,II. Các khoản phải thu ngắn hạn,,755.197.646.602,823.122.365.399,,,755197646602.0,823122365399.0
131,131,131,1. Phải thu khách hàng,5,463.585.455.917,639.992.051.617,,5.0,463585455917.0,639992051617.0
132,132,132,2. Trả trước cho người bán,6,167.828.872.721,79.367.648.892,,6.0,167828872721.0,79367648892.0
135,135,135,3. Các khoản phải thu khác,7,128.763.462.383,106.945.169.226,,7.0,128763462383.0,106945169226.0
139,139,139,4. Dự phòng phải thu ngắn hạn khó đòi,,(4.980.144.419),(3.182.504.336),,,-4980144419.0,-3182504336.0
140,140,140,III. Hàng tồn kho,8,3.543.824.680.642,4.746.911.757.910,,8.0,3543824680642.0,4746911757910.0
141,141,141,1. Hàng tồn kho,,3.556.893.515.074,4.747.945.028.668,,,3556893515074.0,4747945028668.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(13.068.834.432),(1.033.270.758),,,-13068834432.0,-1033270758.0
150,150,150,IV. Tài sản ngắn hạn khác,,593.492.444.963,673.614.614.483,,,593492444963.0,673614614483.0
151,151,151,1. Chi phí trả trước ngắn hạn,9,70.777.061.388,63.446.522.228,,9.0,70777061388.0,63446522228.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,505.938.992.914,605.808.775.598,,,505938992914.0,605808775598.0
154,154,154,3. Thuế và các khoản khác phải thu Nhà nước,,-,106.928.841,,,,106928841.0
158,158,158,4. Tài sản ngắn hạn khác,10,16.776.390.661,4.252.387.816,,10.0,16776390661.0,4252387816.0
200,200,200,B. TÀI SẢN DÀI HẠN,,4.271.405.772.353,3.806.028.656.750,,,4271405772353.0,3806028656750.0
210,210,210,I. Phải thu dài hạn,,25.000.000.000,-,,,25000000000.0,
218,218,218,1. Phải thu dài hạn khác,11,25.000.000.000,-,,11.0,25000000000.0,
220,220,220,II. Tài sản cố định,,4.034.358.380.733,3.654.010.184.217,,,4034358380733.0,3654010184217.0
221,221,221,1. Tài sản cố định hữu hình,12,3.403.033.912.877,3.189.284.149.072,,12.0,3403033912877.0,3189284149072.0
222,222,222,Nguyên giá,,5.246.748.844.976,4.589.465.633.409,,,5246748844976.0,4589465633409.0
223,223,223,Giá trị khấu hao lũy kế,,(1.843.714.932.099),(1.400.181.484.337),,,-1843714932099.0,-1400181484337.0
224,224,224,2. Tài sản cố định thuê tài chính,13,225.651.722.500,165.181.799.071,,13.0,225651722500.0,165181799071.0
225,225,225,Nguyên giá,,283.930.508.092,197.947.748.863,,,283930508092.0,197947748863.0
226,226,226,Giá trị khấu hao lũy kế,,(58.278.785.592),(32.765.949.792),,,-58278785592.0,-32765949792.0
227,227,227,3. Tài sản cố định vô hình,14,294.658.947.373,233.117.465.014,,14.0,294658947373.0,233117465014.0
228,228,228,Nguyên giá,,320.750.579.776,255.736.845.670,,,320750579776.0,255736845670.0
229,229,229,Giá trị hao mòn lũy kế,,(26.091.632.403),(22.619.380.656),,,-26091632403.0,-22619380656.0
230,230,230,4. Chi phí xây dựng cơ bản dở dang,15,111.013.797.983,66.426.771.060,,15.0,111013797983.0,66426771060.0
250,250,250,III. Đầu tư tài chính dài hạn,16,38.352.640.301,45.924.232.017,,16.0,38352640301.0,45924232017.0
252,252,252,1. Đầu tư vào công ty liên kết,16.1,33.985.640.301,37.284.232.017,,161.0,33985640301.0,37284232017.0
258,258,258,2. Đầu tư dài hạn khác,16.2,4.367.000.000,8.640.000.000,,162.0,4367000000.0,8640000000.0
260,260,260,IV. Tài sản dài hạn khác,,173.694.751.319,106.094.240.516,,,173694751319.0,106094240516.0
261,261,261,1. Chi phí trả trước dài hạn,17,110.638.707.574,70.471.118.888,,17.0,110638707574.0,70471118888.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,31.3,59.470.493.844,31.207.571.727,,313.0,59470493844.0,31207571727.0
268,268,268,3. Tài sản dài hạn khác,,3.585.549.901,4.415.549.901,,,3585549901.0,4415549901.0
270,270,270,TỔNG CỘNG TÀI SẢN,,9.440.614.018.863,10.205.640.490.335,,,9440614018863.0,10205640490335.0
