row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
31,31,31,Tiền thu từ tái phát hành cổ phiếu quỹ,,64.721.580.000,-,,,64721580000.0,
32,32,32,Tiền chi mua cổ phiếu đã phát hành,,(49.247.074),(3.301.938),,,-49247074.0,-3301938.0
33,33,33,Tiền vay nhận được,,13.314.828.925.538,12.580.815.674.804,,,13314828925538.0,12580815674804.0
34,34,34,Tiền chi trả nợ gốc vay,,(13.606.183.791.767),(10.295.025.989.274),,,-13606183791767.0,-10295025989274.0
35,35,35,Tiền chi trả nợ thuê tài chính,,(71.830.837.088),(33.198.199.870),,,-71830837088.0,-33198199870.0
36,36,36,Chi trả cổ tức,,(144.058.665.375),(192.217.558.300),,,-144058665375.0,-192217558300.0
40,40,40,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động tài chính,,(442.572.035.766),2.060.370.625.422,,,-442572035766.0,2060370625422.0
50,50,50,Tăng (giảm) tiền và tương đương tiền thuần trong năm,,130.956.519.510,(18.530.637.156),,,130956519510.0,-18530637156.0
60,60,60,Tiền và tương đương tiền đầu năm,,155.963.095.793,177.312.594.189,,,155963095793.0,177312594189.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,,(10.226.141.000),(2.818.861.240),,,-10226141000.0,-2818861240.0
70,70,70,Tiền và tương đương tiền cuối năm,4,276.693.474.303,155.963.095.793,,4.0,276693474303.0,155963095793.0
