row_label_raw,row_label_full,Thuế thu nhập doanh nghiệp(Thuyết minh số 31.2) > Thuế giá trị gia tăng,Số cuối năm > 54.612.287.183 > 15.399.013.086,VND Số đầu năm > 43.843.685.867 > 2.488.344.659,numeric__Số cuối năm > 54.612.287.183 > 15.399.013.086,numeric__VND Số đầu năm > 43.843.685.867 > 2.488.344.659
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.174.732.989,860.638.794,1174732989.0,860638794.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,77.578.273,896.800,77578273.0,896800.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,71.263.611.531,47.193.566.120,71263611531.0,47193566120.0
