row_label_raw,row_label_full,Tên,31/12/2017,31/12/2017_1,31/12/2016,31/12/2016_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__31/12/2016,numeric__31/12/2016_1
Tên,Tên,Tên,Tỷ lệnấm giữ%,Giá gốcTriệu VND,Tỷ lệnấm giữ%,Giá gốcTriệu VND,,,,
Công ty TNHH Một Thành viên Quản lý nợ và Khai thác tài sản – Ngân hàng Thương mại Cổ phần Kiên Long,Tên > Công ty TNHH Một Thành viên Quản lý nợ và Khai thác tài sản – Ngân hàng Thương mại Cổ phần Kiên Long,Công ty TNHH Một Thành viên Quản lý nợ và Khai thác tài sản – Ngân hàng Thương mại Cổ phần Kiên Long,100%,500.000,100%,500.000,1.0,500000.0,1.0,500000.0
