row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 Triệu VND,31/12/2016 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__31/12/2016 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt,4,433.191,299.046,,4.0,433191.0,299046.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,2.251.582,901.778,,5.0,2251582.0,901778.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,4.163.859,3.090.239,,6.0,4163859.0,3090239.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,4.163.859,3.090.239,,,4163859.0,3090239.0
VI,A > VI,VI,Cho vay khách hàng,,24.465.617,19.596.649,,,24465617.0,19596649.0
1,A > 1,1,Cho vay khách hàng,7,24.685.503,19.766.439,,7.0,24685503.0,19766439.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,8,(219.886),(169.790),,8.0,-219886.0,-169790.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,9,2.153.208,2.921.658,,9.0,2153208.0,2921658.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,1.673.016,2.334.449,,,1673016.0,2334449.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,636.789,715.408,,,636789.0,715408.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(156.597),(128.199),,,-156597.0,-128199.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",10,514.521,514.521,,10.0,514521.0,514521.0
1,A > 1,1,Đầu tư vào công ty con,,500.000,500.000,,,500000.0,500000.0
4,A > 4,4,Đầu tư dài hạn khác,,14.521,14.521,,,14521.0,14521.0
X,A > X,X,Tài sản cố định,,1.399.254,1.313.576,,,1399254.0,1313576.0
1,A > 1,1,Tài sản cố định hữu hình,11,687.705,583.712,,11.0,687705.0,583712.0
a,A > a,a,Nguyên giá,,855.512,703.877,,,855512.0,703877.0
b,A > b,b,Giá trị hao mòn lũy kế,,(167.807),(120.165),,,-167807.0,-120165.0
3,A > 3,3,Tài sản cố định vô hình,12,711.549,729.864,,12.0,711549.0,729864.0
a,A > a,a,Nguyên giá,,755.686,764.888,,,755686.0,764888.0
b,A > b,b,Giá trị hao mòn lũy kế,,(44.137),(35.024),,,-44137.0,-35024.0
XII,A > XII,XII,Tài sản Có khác,,2.018.364,1.774.030,,,2018364.0,1774030.0
1,A > 1,1,Các khoản phải thu,13,207.788,272.985,,13.0,207788.0,272985.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,1.542.115,1.274.730,,,1542115.0,1274730.0
4,A > 4,4,Tài sản Có khác,14,270.524,226.315,,14.0,270524.0,226315.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng,,(2.063),-,,,-2063.0,
,,,TỔNG TÀI SẢN,,37.399.596,30.411.497,,,37399596.0,30411497.0
