row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017,Tổng dư nợ tiền gửi và cho vay – gộpTriệu VND,Tổng tiền gửi và tiền vayTriệu VND,Các cam kết tin dụng – gộpTriệu VND,Chứng khoán đầu tư – gộpTriệu VND,numeric__Tổng dư nợ tiền gửi và cho vay – gộpTriệu VND,numeric__Tổng tiền gửi và tiền vayTriệu VND,numeric__Các cam kết tin dụng – gộpTriệu VND,numeric__Chứng khoán đầu tư – gộpTriệu VND
Trong nước,Trong nước,Trong nước,31.100.944,33.255.206,87.143,2.309.805,31100944.0,33255206.0,87143.0,2309805.0
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tổng dư nợ tiền gửi và cho vay – gộpTriệu VND,Tổng tiền gửi và tiền vayTriệu VND,Các cam kết tin dụng – gộpTriệu VND,Chứng khoán đầu tư – gộpTriệu VND,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2016 > Trong nước,Trong nước,23.758.456,26.570.485,55.264,3.049.857,23758456.0,26570485.0,55264.0,3049857.0
