row_label_raw,row_label_full,col_0,col_1,2017Triệu VND,2016Triệu VND,numeric__col_1,numeric__2017Triệu VND,numeric__2016Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,2.641.318,2.148.918,,2641318.0,2148918.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(1.788.172),(1.392.030),,-1788172.0,-1392030.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập từ hoạt động dịch vụ nhận được,6.308,4.512,,6308.0,4512.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",14.573,72.595,,14573.0,72595.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Thu nhập khác,7.105,11.980,,7105.0,11980.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",5.309,3.756,,5309.0,3756.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(707.603),(607.846),,-707603.0,-607846.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp,(53.496),(51.115),,-53496.0,-51115.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,125.342,190.770,,125342.0,190770.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
10,Những thay đổi về tài sản hoạt động > 10,10,Giảm các khoản về kinh doanh chứng khoán,740.052,504.165,,740052.0,504165.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,(4.919.064),(3.548.455),,-4919064.0,-3548455.0
13,Những thay đổi về tài sản hoạt động > 13,13,Giảm nguồn dự phòng để bù đắp tổn thất các khoản,(5.336),(7.575),,-5336.0,-7575.0
14,Những thay đổi về tài sản hoạt động > 14,14,Giảm/(tăng) khác về tài sản hoạt động,9.780,(124.832),,9780.0,-124832.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam,(200.928),(111.290),,-200928.0,-111290.0
16,Những thay đổi về công nợ hoạt động > 16,16,"Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng khác",3.550.563,2.281.098,,3550563.0,2281098.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,3.335.086,2.763.042,,3335086.0,2763042.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",-,23.839,,,23839.0
20,Những thay đổi về công nợ hoạt động > 20,20,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,(555),,,-555.0
21,Những thay đổi về công nợ hoạt động > 21,21,Tăng khác về công nợ hoạt động,48.984,19.900,,48984.0,19900.0
22,Những thay đổi về công nợ hoạt động > 22,22,Chi từ các quỹ của tổ chức tín dụng,(16.266),(13.197),,-16266.0,-13197.0
I,Những thay đổi về công nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,2.668.213,1.976.910,,2668213.0,1976910.0
