row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016,Quá hạn,Dưới 1 tháng,Từ trên 1 đến 3 tháng,Từ trên 3 đến 6 tháng,Từ trên 6 đến 12 tháng,Từ trên 1 đến 5 năm,Trên 5 năm,numeric__Quá hạn,numeric__Dưới 1 tháng,numeric__Từ trên 1 đến 3 tháng,numeric__Từ trên 3 đến 6 tháng,numeric__Từ trên 6 đến 12 tháng,numeric__Từ trên 1 đến 5 năm,numeric__Trên 5 năm
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,
Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,,,,,,,,,,,,,,
▪ VND,Tiền gửi tại NHNNVN > ▪ VND,▪ VND,(*),"1,20%",(*),(*),(*),(*),(*),,0.012,,,,,
▪ Ngoại tệ,Tiền gửi tại NHNNVN > ▪ Ngoại tệ,▪ Ngoại tệ,(*),"0,05%",(*),(*),(*),(*),(*),,0.0005,,,,,
Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,,,,,,,,,,,,,,
▪ VND,Tiền gửi và cho vay các tổ chức tín dụng khác > ▪ VND,▪ VND,(*),"4,80%","5,11%",(*),(*),(*),(*),,0.048,0.051100000000000007,,,,
▪ Ngoại tệ,Tiền gửi và cho vay các tổ chức tín dụng khác > ▪ Ngoại tệ,▪ Ngoại tệ,(*),"0,46%",(*),(*),(*),(*),(*),,0.0046,,,,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,,,,,,,,,,,,,
▪ VND,Cho vay khách hàng > ▪ VND,▪ VND,"13,37%","9,17%","9,98%","9,73%","10,63%",(*),(*),0.13369999999999999,0.0917,0.0998,0.0973,0.1063,,
▪ Ngoại tệ,Cho vay khách hàng > ▪ Ngoại tệ,▪ Ngoại tệ,(*),(*),"3,13%","1,99%","3,64%",(*),(*),,,0.0313,0.0199,0.0364,,
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,,,,,,,,,,,
▪ VND,Chứng khoán đầu tư > ▪ VND,▪ VND,(*),(*),(*),(*),(*),"6,55%",(*),,,,,,0.0655,
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,
Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,,,,,,,,,,,,,,
▪ VND,Các khoản nợ NHNNVN > ▪ VND,▪ VND,(*),"5,00%",(*),(*),(*),(*),(*),,0.05,,,,,
Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,,,,,,,,,,,,,,
▪ VND,Tiền gửi và vay các tổ chức tín dụng khác > ▪ VND,▪ VND,(*),"4,95%","5,16%","5,88%","5,88%",(*),(*),,0.0495,0.0516,0.0588,0.0588,,
▪ Ngoại tệ,Tiền gửi và vay các tổ chức tín dụng khác > ▪ Ngoại tệ,▪ Ngoại tệ,(*),"1,03%",(*),(*),(*),(*),(*),,0.0103,,,,,
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,,,,,,,,,,,,,,
▪ VND,Tiền gửi của khách hàng > ▪ VND,▪ VND,(*),"0,85%","6,06%","6,87%","7,15%","7,25%",(*),,0.0085,0.060599999999999994,0.0687,0.07150000000000001,0.0725,
▪ Ngoại tệ,Tiền gửi của khách hàng > ▪ Ngoại tệ,▪ Ngoại tệ,(*),"0,00%","0,00%","0,00%","0,00%",(*),(*),,0.0,0.0,0.0,0.0,,
