row_label_raw,row_label_full,Thuế giá trị gia tăng,1/10/2020VND > 146.604.239.860,Số phải nộptrong nămVND > 7.961.396.397.916,Số đã nộptrong nămVND > (1.972.622.357.714),Số đãcấn trừVND > (5.962.469.880.233),Phân loại lạiVND > (1.386.919.443),30/9/2021VND > 171.521.480.386,numeric__1/10/2020VND > 146.604.239.860,numeric__Số phải nộptrong nămVND > 7.961.396.397.916,numeric__Số đã nộptrong nămVND > (1.972.622.357.714),numeric__Số đãcấn trừVND > (5.962.469.880.233),numeric__Phân loại lạiVND > (1.386.919.443),numeric__30/9/2021VND > 171.521.480.386
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,456.189.132,1.448.514.895,(1.738.836.243),-,-,165.867.784,456189132.0,1448514895.0,-1738836243.0,,,165867784.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,56.905.742.222,515.776.476.827,(436.616.991.261),-,-,136.065.227.788,56905742222.0,515776476827.0,-436616991261.0,,,136065227788.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.508.438.278,32.264.163.672,(33.387.177.170),-,13.619.717,1.399.044.497,2508438278.0,32264163672.0,-33387177170.0,,13619717.0,1399044497.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,92.064.660,1.790.747.324,(1.791.011.984),-,(3.000.000),88.800.000,92064660.0,1790747324.0,-1791011984.0,,-3000000.0,88800000.0
,,,206.566.674.152,8.512.676.300.634,(2.446.156.374.372),(5.962.469.880.233),(1.376.299.726),309.240.420.455,206566674152.0,8512676300634.0,-2446156374372.0,-5962469880233.0,-1376299726.0,309240420455.0
