row_label_raw,row_label_full,col_0,30/9/2021VND,1/10/2020VND,numeric__30/9/2021VND,numeric__1/10/2020VND
"Máy móc, thiết bị chờ lắp đặt","Máy móc, thiết bị chờ lắp đặt","Máy móc, thiết bị chờ lắp đặt",5.606.678.492,457.602.000,5606678492.0,457602000.0
Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,151.857.874.771,1.472.949.719,151857874771.0,1472949719.0
Các công trình khác,Các công trình khác,Các công trình khác,22.812.505.930,3.407.860.464,22812505930.0,3407860464.0
,,,180.277.059.193,5.338.412.183,180277059193.0,5338412183.0
,,,Năm kết thúc ngày,Năm kết thúc ngày,,
,,,30/9/2021VND,30/9/2020VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,5.338.412.183,16.487.785.421,5338412183.0,16487785421.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,179.587.597.217,8.165.030.780,179587597217.0,8165030780.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(3.429.005.166),(14.289.426.988),-3429005166.0,-14289426988.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,-,(3.150.626.219),,-3150626219.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(1.219.945.041),(1.874.350.811),-1219945041.0,-1874350811.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,180.277.059.193,5.338.412.183,180277059193.0,5338412183.0
