row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2021VND,30/9/2020VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,,,
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,63.707.475.115.992,30.465.484.254.551,63707475115992.0,30465484254551.0
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,22.726.584.674.370,14.607.097.600.014,22726584674370.0,14607097600014.0
▪ Doanh thu khác,Tổng doanh thu > ▪ Doanh thu khác,▪ Doanh thu khác,7.448.106.811,31.230.845.169,7448106811.0,31230845169.0
,,,86.441.507.897.173,45.103.812.699.734,86441507897173.0,45103812699734.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,153.562.023.411,131.553.521.310,153562023411.0,131553521310.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,19.989.289.800,13.932.986.623,19989289800.0,13932986623.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,948.149.530,5.467.161.772,948149530.0,5467161772.0
,,,174.499.462.741,150.953.669.705,174499462741.0,150953669705.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,86.267.008.434.432,44.952.859.030.029,86267008434432.0,44952859030029.0
