row_label_raw,row_label_full,col_0,Thuyết minh,Loại tiền,30/9/2021 VND,1/10/2020 VND,numeric__Thuyết minh,numeric__Loại tiền,numeric__30/9/2021 VND,numeric__1/10/2020 VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,,,
▪ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,Bên thứ ba > ▪ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,▪ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,(i),VND,75.643.458.480,1.171.017.687.810,,,75643458480.0,1171017687810.0
▪ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,Bên thứ ba > ▪ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,▪ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,(i),USD,777.548.744.645,531.104.907.733,,,777548744645.0,531104907733.0
▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,Bên thứ ba > ▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,(ii),VND,60.000.000.000,947.943.944.130,,,60000000000.0,947943944130.0
▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,Bên thứ ba > ▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,(ii),USD,1.453.181.080.932,413.037.687.997,,,1453181080932.0,413037687997.0
▪ Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Bên thứ ba > ▪ Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,▪ Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,(iii),VND,347.681.380.658,472.377.287.783,,,347681380658.0,472377287783.0
▪ Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Bên thứ ba > ▪ Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,▪ Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,(iii),USD,-,99.439.545.965,,,,99439545965.0
▪ Ngân hàng TNHH MTV HSBC (Việt Nam),Bên thứ ba > ▪ Ngân hàng TNHH MTV HSBC (Việt Nam),▪ Ngân hàng TNHH MTV HSBC (Việt Nam),(iv),VND,1.186.536.814.890,608.438.856.420,,,1186536814890.0,608438856420.0
▪ Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,(v),VND,56.000.000.000,32.300.000.000,,,56000000000.0,32300000000.0
▪ Ngân hàng TNHH MTV UOB Việt Nam,Bên thứ ba > ▪ Ngân hàng TNHH MTV UOB Việt Nam,▪ Ngân hàng TNHH MTV UOB Việt Nam,(vi),VND,34.366.092.843,101.516.310.719,,,34366092843.0,101516310719.0
▪ Ngân hàng TNHH MTV UOB Việt Nam,Bên thứ ba > ▪ Ngân hàng TNHH MTV UOB Việt Nam,▪ Ngân hàng TNHH MTV UOB Việt Nam,(vi),USD,384.498.035.750,57.085.000.000,,,384498035750.0,57085000000.0
▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,(vii),VND,60.626.701.580,42.323.443.406,,,60626701580.0,42323443406.0
▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,(vii),USD,73.836.076.658,46.084.500.000,,,73836076658.0,46084500000.0
"▪ Ngân hàng TMCP Hàng Hải Việt Nam, Chi Nhánh TP. Hồ Chí Minh","Bên thứ ba > ▪ Ngân hàng TMCP Hàng Hải Việt Nam, Chi Nhánh TP. Hồ Chí Minh","▪ Ngân hàng TMCP Hàng Hải Việt Nam, Chi Nhánh TP. Hồ Chí Minh",(viii),VND,67.617.983.015,97.147.784.400,,,67617983015.0,97147784400.0
▪ Ngân hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,▪ Ngân hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,(ix),VND,75.695.575.053,19.942.608.592,,,75695575053.0,19942608592.0
▪ Ngân hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,▪ Ngân hàng TNHH CTBC - Chi Nhánh TP. Hồ Chí Minh,(ix),USD,101.281.886.260,155.234.011.226,,,101281886260.0,155234011226.0
▪ Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,▪ Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,(x),USD,-,213.385.900.000,,,,213385900000.0
▪ Ngân hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,Bên thứ ba > ▪ Ngân hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,▪ Ngân hàng TMCP Sài Gòn Thương Tín - Chi Nhánh Trung Tâm,(xi),VND,-,50.000.000.000,,,,50000000000.0
,,,,,4.754.513.830.764,5.058.379.476.181,,,4754513830764.0,5058379476181.0
