row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2021VND,30/9/2020VND,,
Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,,
Góp vốn,Công ty Cổ phần Hoa Sen Yên Bái > Góp vốn,Góp vốn,209.000.000.000,-,209000000000.0,
Cho vay,Công ty Cổ phần Hoa Sen Yên Bái > Cho vay,Cho vay,68.000.000.000,114.900.000.000,68000000000.0,114900000000.0
Thu tiền cho vay,Công ty Cổ phần Hoa Sen Yên Bái > Thu tiền cho vay,Thu tiền cho vay,-,7.000.000.000,,7000000000.0
Thu nhập từ tiền lãi,Công ty Cổ phần Hoa Sen Yên Bái > Thu nhập từ tiền lãi,Thu nhập từ tiền lãi,6.133.147.079,11.771.972.342,6133147079.0,11771972342.0
Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,872.839.230.596,790.478.750.989,872839230596.0,790478750989.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,223.014.878.397,197.527.496.960,223014878397.0,197527496960.0
Thuê tải sản,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Thuê tải sản,Thuê tải sản,600.000.000,600.000.000,600000000.0,600000000.0
Hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Hàng mua được giảm giá,Hàng mua được giảm giá,72.625.730,122.727.272,72625730.0,122727272.0
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Phú Mỹ > Mua khác,Mua khác,82.990.910,-,82990910.0,
