row_label_raw,row_label_full,col_0,1/10/2020Giá trị ghi sổ/Số cókhả năng trả nợVND,TăngVND,Biến động trong nămGiảmVND,Chênh lệchty giáVND,30/9/2021Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__1/10/2020Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__TăngVND,numeric__Biến động trong nămGiảmVND,numeric__Chênh lệchty giáVND,numeric__30/9/2021Giá trị ghi sổ/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.058.379.476.181,36.399.316.632.634,(36.704.526.955.869),1.344.677.818,4.754.513.830.764,5058379476181.0,36399316632634.0,-36704526955869.0,1344677818.0,4754513830764.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),20.000.000.000,5.000.000.000,(25.000.000.000),-,-,20000000000.0,5000000000.0,-25000000000.0,,
Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),5.104.565.664,1.276.141.416,(6.380.707.080),-,-,5104565664.0,1276141416.0,-6380707080.0,,
,,,5.083.484.041.845,36.405.592.774.050,(36.735.907.662.949),1.344.677.818,4.754.513.830.764,5083484041845.0,36405592774050.0,-36735907662949.0,1344677818.0,4754513830764.0
