row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2021VND,30/9/2020VND,,
Công ty thuộc sở hữu của Chủ tịch Công ty,Công ty thuộc sở hữu của Chủ tịch Công ty,Công ty thuộc sở hữu của Chủ tịch Công ty,Công ty thuộc sở hữu của Chủ tịch Công ty,Công ty thuộc sở hữu của Chủ tịch Công ty,,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,,
Bán hàng hóa và thành phẩm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,2.005.614.625.990,1.742.673.278.315,2005614625990.0,1742673278315.0
Mua hàng hóa và thành phẩm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,12.281.818,-,12281818.0,
Chiết khấu thương mại,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chiết khấu thương mại,Chiết khấu thương mại,13.007.397.387,29.577.829.265,13007397387.0,29577829265.0
Hàng bán bị trả lại,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Hàng bán bị trả lại,Hàng bán bị trả lại,7.185.669.645,4.172.697.261,7185669645.0,4172697261.0
Doanh thu từ cho thuê tài sản,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Doanh thu từ cho thuê tài sản,Doanh thu từ cho thuê tài sản,3.426.751.992,3.149.312.901,3426751992.0,3149312901.0
Bán tài sản cố định,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,278.700.000,-,278700000.0,
Cung cấp dịch vụ gia công,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,94.664.218,-,94664218.0,
Mua dịch vụ gia công,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua dịch vụ gia công,Mua dịch vụ gia công,1.300.909,-,1300909.0,
Cung cấp dịch vụ vận chuyển,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,6.777.318,-,6777318.0,
Chi phí vận chuyển,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chi phí vận chuyển,Chi phí vận chuyển,57.513.075.054,41.294.030.024,57513075054.0,41294030024.0
Bán khác,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán khác,Bán khác,-,313.695.826,,313695826.0
Mua khác,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua khác,Mua khác,2.727.273,10.161.454,2727273.0,10161454.0
Chi phí thuê hoạt động,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chi phí thuê hoạt động,Chi phí thuê hoạt động,10.271.374.544,8.897.850.106,10271374544.0,8897850106.0
Giảm giá hàng bán,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Giảm giá hàng bán,Giảm giá hàng bán,-,154.727.273,,154727273.0
Thu nhập lãi chậm thanh toán,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Thu nhập lãi chậm thanh toán,Thu nhập lãi chậm thanh toán,2.490.522.129,-,2490522129.0,
Thu nhập từ tiền lãi,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Thu nhập từ tiền lãi,Thu nhập từ tiền lãi,50.630.137,-,50630137.0,
Công ty TNHH Một Thành Viên Đầu tư Hoa Sen,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen,,
Nghệ An,Nghệ An,Nghệ An,Nghệ An,Nghệ An,,
Chi phí vận chuyển,Nghệ An > Chi phí vận chuyển,Chi phí vận chuyển,127.061.336,150.684.078,127061336.0,150684078.0
