row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25,141.515.691.336.290,122.986.399.077.561,1.0,25.0,141515691336290.0,122986399077561.0
2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,141.515.691.336.290,122.986.399.077.561,10.0,,141515691336290.0,122986399077561.0
3. Giá vốn hàng bán và dịch vụ cung cấp,3. Giá vốn hàng bán và dịch vụ cung cấp,3. Giá vốn hàng bán và dịch vụ cung cấp,11,26,135.432.340.277.756,122.493.692.915.331,11.0,26.0,135432340277756.0,122493692915331.0
4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,6.083.351.058.534,492.706.162.230,20.0,,6083351058534.0,492706162230.0
5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,21,28,1.920.044.597.081,1.844.846.554.173,21.0,28.0,1920044597081.0,1844846554173.0
6. Chi phí tài chính,6. Chi phí tài chính,6. Chi phí tài chính,22,29,479.655.183.102,702.524.742.825,22.0,29.0,479655183102.0,702524742825.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,272.186.185.663,235.053.397.595,23.0,,272186185663.0,235053397595.0
7. Chi phí bán hàng,7. Chi phí bán hàng,7. Chi phí bán hàng,25,30,818.890.159.091,647.185.684.941,25.0,30.0,818890159091.0,647185684941.0
8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,26,30,743.583.012.579,556.809.799.463,26.0,30.0,743583012579.0,556809799463.0
9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,5.961.267.300.843,431.032.489.174,30.0,,5961267300843.0,431032489174.0
10. Thu nhập khác,10. Thu nhập khác,10. Thu nhập khác,31,31,42.477.662.002,30.236.410.880,31.0,31.0,42477662002.0,30236410880.0
11. Chi phí khác,11. Chi phí khác,11. Chi phí khác,32,,11.608.173.806,1.898.127.585,32.0,,11608173806.0,1898127585.0
12. Lợi nhuận khác (40=31-32),12. Lợi nhuận khác (40=31-32),12. Lợi nhuận khác (40=31-32),40,,30.869.488.196,28.338.283.295,40.0,,30869488196.0,28338283295.0
13. Tổng lợi nhuận kế toán trước thuế (50=30+40),13. Tổng lợi nhuận kế toán trước thuế (50=30+40),13. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,5.992.136.789.039,459.370.772.469,50.0,,5992136789039.0,459370772469.0
14. Chi phí thuế thu nhập doanh nghiệp hiện hành,14. Chi phí thuế thu nhập doanh nghiệp hiện hành,14. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,784.795.860.834,132.900.755.987,51.0,32.0,784795860834.0,132900755987.0
15. Chi phí thuế thu nhập doanh nghiệp hoãn lại,15. Chi phí thuế thu nhập doanh nghiệp hoãn lại,15. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,32,-,9.742.441.373,52.0,32.0,,9742441373.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,5.207.340.928.205,316.727.575.109,60.0,,5207340928205.0,316727575109.0
