row_label_raw,row_label_full,Ông Nguyễn Việt Thắng,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nghiêm Đức Dương,Ông Nghiêm Đức Dương,Ông Nghiêm Đức Dương,Phó Tổng Giám đốc,
Ông Phạm Minh Nghĩa,Ông Phạm Minh Nghĩa,Ông Phạm Minh Nghĩa,Phó Tổng Giám đốc,
Ông Mai Tuấn Đạt,Ông Mai Tuấn Đạt,Ông Mai Tuấn Đạt,Phó Tổng Giám đốc,
Ông Trần Thái Bảo,Ông Trần Thái Bảo,Ông Trần Thái Bảo,Phó Tổng Giám đốc,
Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Phó Tổng Giám đốc (bố nhiệm ngày 30 tháng 6 năm 2025),
Ông Lương Minh Hải,Ông Lương Minh Hải,Ông Lương Minh Hải,Phó Tổng Giám đốc (bố nhiệm ngày 08 tháng 7 năm 2025),
